ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.036752104,194.1666253,11275.87266,7.266597743,399.2820813,427.8969073,15.21317574,34.47175336,2.909606162,0
6.407963336,199.131726,28460.2034,4.613721484,330.9140756,448.8580062,11.6569131,70.16183917,2.954092652,1
7.040244978,192.9559825,20988.42941,6.422359011,320.9488442,381.3573499,15.39645507,88.29846498,3.993409764,0
6.078335837,197.5019119,35957.79218,8.130472208,379.5277063,360.0604774,20.09841289,41.86595951,4.201580906,0
8.641634075,206.3419731,39557.25553,5.99984674,290.5759964,345.4893819,14.70860272,66.6224851,3.416625245,0
6.730883602,192.4360764,22296.05965,7.450541237,333.0735457,326.3507452,11.82740117,66.6224851,4.359137364,0
8.274069059,195.8033305,18091.20261,7.422104447,365.4072222,369.1983343,16.99633028,66.6224851,2.575423028,0
11.26782838,161.8963622,6040.369868,7.20541412,333.0735457,316.5358711,11.76830935,25.52526693,4.153347001,0
8.107500139,173.6646791,27277.57996,6.643620149,354.0372932,330.2115153,16.25700237,66.6224851,4.647800627,0
7.689358004,221.3568855,30253.8511,6.269309001,320.4781059,529.7465288,17.97327721,84.69636557,4.978556095,0
7.868147086,199.035973,20434.10574,6.210993674,337.9160908,549.4149828,16.50157842,66.6224851,4.315898406,0
6.321259315,207.2577096,8532.139517,5.987876584,286.4892804,491.7653132,10.54688624,74.502808,4.501457204,0
7.036752104,170.5500878,17561.27284,8.320209558,349.2919542,374.4638479,10.98914567,73.70144876,3.716659341,0
6.864916739,170.8277923,20464.77269,7.074062934,365.9413461,400.9652703,14.00387351,51.60300428,4.493746769,1
6.166348223,210.0865581,37922.90562,6.760220715,333.0735457,217.3583296,12.28923761,39.9780961,4.816304244,1
4.3107015,138.4318942,11842.75781,5.607450056,364.4584974,426.3695925,19.58832712,48.11862873,3.172375491,1
7.036752104,188.3950234,21875.2164,7.141372233,408.8559024,616.1213402,8.974388438,59.70801705,4.123239479,0
6.756659807,212.6418576,22112.74635,8.332209743,275.2404444,387.5621917,14.17406266,76.31744035,4.184873593,0
6.04451303,211.577378,30191.69246,7.714291552,329.1670178,431.096425,10.61983085,66.6224851,5.127778325,0
6.150595718,169.4027765,23890.89336,7.33596031,375.8011301,373.5482145,15.70432315,48.29949338,4.847520234,1
7.036752104,179.3201228,5075.269202,8.73778295,455.4512337,392.3537323,16.83933062,76.24362277,4.397533101,0
6.887863944,173.3250224,19947.92418,7.488703143,334.0980227,441.0026117,10.78050121,89.00549198,5.454487652,0
8.63127,164.3711691,14880.6518,7.278263165,350.9515814,444.1081117,16.85745879,58.17786718,3.640944003,0
5.679330465,182.1452665,17909.11563,7.53859213,333.0735457,546.8951435,15.21935477,81.5555974,3.292071095,0
5.84111884,194.6168939,17721.95956,5.646296962,410.358673,622.9635748,17.6295407,93.07069068,4.237560418,0
8.861701557,200.6122986,15247.12803,6.050225266,313.1270814,521.7741145,13.78042674,69.87048424,3.579107242,0
6.095511875,200.0458176,16404.94142,6.392094599,366.0173358,444.4542113,16.02998892,72.301702,4.302015723,0
7.036752104,223.890412,8722.153022,8.569451242,333.0735457,375.1422771,15.43084723,64.56414327,3.440299615,0
6.093091914,208.9080219,21456.60442,9.600683423,263.4534898,459.0155542,19.29676488,31.00723534,4.523557774,0
9.485832873,218.7382355,15357.83337,8.534458442,315.8313963,429.6222122,15.6211387,64.8260282,3.221129819,1
8.639540978,168.6139666,7013.211787,8.451601045,355.2138966,419.788898,17.92939462,33.6415395,4.192932215,0
6.907379615,210.2792102,40290.22164,6.874702424,294.0151977,340.7049784,18.25347219,84.02211891,1.496100943,0
9.519659984,204.0809451,17258.18835,6.154072581,310.7162936,395.6985382,17.06138947,44.27337877,3.994556136,0
7.036752104,181.6891637,27776.18026,7.589868762,298.2267188,417.6312019,8.630090798,72.92328888,3.807920062,1
7.372611796,220.3871636,17606.88569,9.426339354,274.2068037,551.1452068,14.82644147,67.30542126,3.182521119,1
6.203572848,139.129083,6698.239095,3.876812715,333.0735457,601.526167,13.36816454,68.29868905,4.305549362,1
4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849,0
6.922652371,185.8189891,14682.66584,9.886831314,341.066404,560.7877028,22.46612757,64.39542225,2.877354267,0
5.331940479,194.8740654,16658.8765,7.993829562,316.6751618,335.1203984,10.1805138,59.57271371,4.434820258,0
5.859822104,287.9755402,3640.73432,4.072626263,391.6973848,447.1218613,6.36317483,49.15529051,3.426634075,1
6.931244178,207.5889535,24359.47041,7.222004281,313.8197131,477.0629748,16.49509195,75.04191395,4.897957118,0
7.057552646,177.674305,13129.14984,7.312352352,367.3285333,393.7404972,16.35632043,53.84179688,4.486402627,0
7.036752104,213.0411915,12036.64304,9.794730236,349.1713947,284.0179948,12.4199055,74.67438321,3.89891586,1
5.117913529,179.7016768,26215.4011,5.50290347,303.2575921,369.6186165,14.76187784,82.83155423,3.806700492,0
4.29168773,124.0073498,18038.47437,8.603296502,333.0735457,548.5744617,15.68282106,91.86095967,4.616088554,1
6.449070009,163.4476486,16906.3313,5.15222567,283.2173286,397.5070551,16.7872722,82.01605804,3.331549948,0
5.369584181,170.8351922,27199.64199,8.065885726,376.0556373,401.8330357,14.08198096,81.74022452,3.357484436,0
7.12263744,183.4026482,31295.90241,4.425026226,333.0735457,411.6160703,14.06605748,77.18579204,3.750446965,0
7.036752104,205.2351938,22613.29748,6.485809597,266.6393836,313.0096389,11.62360464,28.40087734,3.978495494,1
5.913374864,148.6079443,14467.78593,6.15909513,333.0735457,427.0409817,14.42340359,56.46038632,2.499831969,0
8.544708662,181.4134021,31429.37903,7.55502971,350.3970819,393.8896156,10.24723219,82.72191192,2.31815248,1
4.293961235,192.360737,24600.76069,8.261635176,261.3570408,475.8764151,10.79942845,53.6198474,5.105120757,0
7.446225785,241.5738621,13312.44611,4.532979039,333.0735457,529.4590746,17.23787069,62.52218349,5.086698562,1
9.152284709,229.5404126,24560.70061,7.04232643,372.6944654,395.4043622,14.25330768,40.97435539,3.7927771,0
6.910765112,242.0913383,7764.438022,8.045869831,440.6355091,487.9323103,18.37680201,45.30653878,4.340148944,1
9.024845037,128.0966912,19859.67648,8.016422649,300.150377,451.143481,14.77086294,73.77802565,3.985250506,1
7.721032688,203.3547884,35800.69927,7.683399376,312.9190444,424.9669947,18.0926083,96.44212932,4.168487102,0
7.748654706,239.7882778,29331.23663,10.71309662,217.0006071,441.5295473,16.3893839,66.6224851,2.511810493,1
5.277875568,166.7330068,18404.05069,4.777124262,333.0735457,347.2194568,15.52604285,63.00866845,3.632607032,1
5.093675135,251.3137795,30245.95697,6.718829673,267.0260928,271.6307383,14.88242819,70.7784081,4.552571442,0
5.813546488,184.0317758,10112.20732,6.536992176,309.4511867,441.5940268,11.43817528,77.50819277,3.721425933,0
6.978664262,183.2427962,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,65.99571677,4.766943236,0
7.036752104,204.7349975,33798.10896,6.578160637,333.0735457,426.0805224,13.94022086,69.05166196,3.845127166,0
7.036752104,161.2503306,23469.22087,8.392832051,333.0735457,448.7879639,13.83627998,70.20673966,3.600220438,1
7.700362305,220.5717962,29432.20825,6.356293646,322.7503277,444.9576179,13.02743928,77.82980159,3.786486994,0
7.036752104,192.9703798,11125.44354,4.954923177,324.7581837,332.956298,15.16457414,79.26457469,4.699120987,0
5.35256598,150.4952143,27795.73204,5.464057648,445.9383912,422.4225087,16.14451044,78.37484518,4.779187009,1
7.47640846,246.1847192,27109.89561,9.791960768,341.1636312,339.7299878,16.21767979,77.60302139,3.47819378,0
7.036752104,211.200526,12830.48413,4.502117034,326.9615176,333.329848,16.04514848,49.89840564,3.439740042,0
8.347949483,231.2031014,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
7.036752104,205.6660157,27044.95981,4.033933564,298.213816,515.7549359,9.057548785,48.02968966,4.067414044,1
6.30476863,213.6561777,30168.6066,5.210780443,333.0735457,339.116587,14.94767555,43.57638937,5.109934758,1
6.676137319,192.6858491,27468.98017,5.809435939,281.4068712,299.8869966,12.23760793,46.06921286,4.336648485,1
5.423318496,185.9031794,18020.84243,6.401045767,447.4179624,332.0500556,7.715740128,67.33368743,5.224654834,0
5.772769698,186.0606035,26693.76161,5.808579501,333.0733642,312.8693643,12.37627228,32.76116092,4.154685424,1
6.071838864,217.8265309,17162.75393,3.521125217,319.0373458,612.0949257,16.54223929,64.82630837,2.691610395,1
5.609025354,271.6308238,26955.33018,6.772753383,296.6515644,443.8725583,17.04868332,72.82739237,3.354890148,1
7.197795992,168.6409754,12763.26789,6.89759414,333.0735457,566.2506937,12.43757097,65.74671735,3.844013287,0
6.710633528,203.6429167,23748.18399,6.726664086,342.4414335,455.967558,15.87954857,63.67695249,3.863286909,0
9.58789503,195.8371052,11351.86186,6.267475696,366.4289276,323.7948624,13.0682421,37.35308022,4.666916974,0
7.870853412,210.6278246,51731.82055,6.190963367,333.0735457,533.2912622,15.0298991,84.33505807,4.221613951,1
6.09801209,211.4540103,39352.77584,6.212191253,333.0735457,488.1413127,11.79184027,46.92804133,4.590616741,0
7.442536475,180.8590906,18223.02708,8.577249577,405.3200157,564.7934853,14.76833656,57.7575536,2.191138422,1
5.770620969,194.5001438,16173.72709,6.341797302,318.7889329,387.1304829,12.04291419,52.51226111,4.240821478,0
12.24692807,217.3680142,11318.14056,8.465160384,375.8947584,347.6530538,9.762504595,73.83240481,3.533243425,0
5.158722568,119.09384,33892.24595,7.572175377,407.4768487,325.2025697,16.96398151,73.22483273,4.094605278,0
7.71408936,194.7382822,27336.96262,7.631357066,322.0729563,347.8292033,10.64178919,63.72293291,3.182582857,1
8.551077748,216.4159321,28909.29028,6.936782341,295.2237067,510.8950007,16.20237144,79.85932286,4.04637969,0
5.941942536,249.1635669,14778.03288,6.390679361,335.7960815,517.5468169,15.9318794,66.55141892,4.302179285,1
10.08677124,189.7323791,17572.54747,6.894730553,333.0735457,416.6410808,9.47775606,92.8921784,4.334122046,0
6.207432968,192.9370271,13442.60347,5.81902294,325.9065618,533.7958508,14.68753934,60.48503329,3.549298841,0
7.036752104,118.9885791,14285.58385,7.804173553,268.6469407,389.3755659,12.70604897,53.92884577,3.595017181,0
6.792407469,306.6274814,28508.21693,6.811415525,293.0783048,306.1155393,9.006142614,60.91203353,2.505650441,1
4.103867855,168.2836513,22207.47023,5.850079945,333.0735457,344.8695064,15.4664551,34.719623,3.808850694,0
6.98981377,221.0002353,20769.51964,8.36101866,307.5231588,326.5863598,12.28623693,62.7686154,4.808582691,0
6.20801554,153.2211063,17358.79637,8.214938853,328.282029,481.1956735,14.27409228,62.71819917,4.334615732,0
7.496990927,246.8635806,22631.65773,3.440880124,297.1324489,357.4984593,16.1412859,79.70553049,3.837926004,1
7.2261272,213.3206159,23129.74806,6.19362394,304.5627763,624.2299006,16.9822557,73.73359288,4.153558901,0
6.879959452,163.5933393,44586.81265,2.741712117,219.1489347,554.0451045,16.52194196,67.53326015,5.688206949,1
7.036752104,139.9553504,31421.1445,6.627704891,346.4411554,378.7710756,17.54448464,54.79876743,4.536181266,0
7.481535362,218.2611698,12088.41645,4.870660378,407.2965498,518.3755726,17.12096224,56.71102421,4.262065437,1
8.675192692,200.7359412,15049.5842,8.630380615,356.805465,441.2980876,17.85305375,74.5865113,4.97857536,0
7.036752104,150.1749234,27331.36196,6.838223471,299.4157813,379.7618348,19.37080718,76.50999553,4.413974183,0
7.544340114,180.1197279,17253.33674,5.741253814,333.0735457,575.9221717,14.86190621,58.75498069,4.435514109,0
7.974065001,160.2241817,29477.7644,2.456013596,324.0555922,371.2119513,18.69391504,54.28062385,4.069086698,0
9.443358884,73.49223369,20438.22469,8.024953111,315.8056588,458.6772315,12.53868069,50.85247034,3.486646409,1
10.20297155,211.9634045,21708.94929,7.491895008,333.0735457,395.140783,21.52059303,62.65946007,3.270903753,0
7.033945359,246.622871,15428.45092,7.570768596,305.6164225,516.2178472,17.52681934,91.60279375,3.931730863,1
9.809996387,139.1187027,16819.42318,7.791981983,361.0280386,438.1792467,10.95113801,34.53740891,5.538200508,0
8.370440489,231.4425533,15063.81497,12.27937418,333.0735457,422.2938193,15.02708758,67.50300435,3.21063541,1
7.765635562,173.1855689,13736.34204,6.98410186,359.8136999,355.9980259,11.51512302,39.55047603,3.21444964,0
8.176079615,201.5537008,21856.98863,5.241047394,320.2601195,464.8033302,15.6276407,61.65474396,4.112322458,0
7.036752104,287.3702082,41325.44355,5.517279718,333.0735457,375.7245185,13.97733754,97.85977469,4.322325337,1
7.333003447,189.4479647,32358.5386,6.346378214,341.3464431,490.6252913,12.53746628,61.58137809,2.642003806,0
7.036752104,205.4389768,20113.89757,7.248374249,317.2802103,558.9538726,23.95245044,68.24220581,3.651864699,0
7.256015039,196.6498226,44184.23046,5.265557586,260.4256046,324.2501476,8.148929055,69.37504408,4.534960273,1
7.366915284,185.0435967,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,49.99703389,3.051316563,0
4.808039747,186.1605703,19118.0503,7.054443859,359.4062362,577.4913708,8.304288382,73.15308872,3.597759969,0
7.036752104,155.0557268,20557.24043,8.18731905,333.0735457,290.1809831,16.62225518,59.62205746,4.08990769,0
7.617033494,242.9894019,17681.27236,2.855789795,298.4132377,549.9873176,10.06522524,76.51317021,4.299543396,1
6.552279123,190.547678,15362.45238,6.928597413,356.3179748,353.0636591,14.89621036,66.6224851,3.443385019,0
7.756939183,219.5762151,16478.07143,6.950541222,333.0735457,362.7492199,13.05467194,82.10099962,3.870338847,0
6.150487601,240.8884224,6342.502843,9.609895813,421.3431865,354.3925259,12.34038423,83.23866139,3.551655811,1
7.036752104,169.3559272,23133.66235,8.24782761,337.047896,330.3553226,14.74909031,58.35685104,3.517153023,0
7.036752104,199.9422222,25973.32663,6.490994017,336.0407413,344.9703629,12.64041402,46.85452354,3.151767824,0
7.036752104,149.0428459,27687.73765,8.660711291,284.9457587,288.5176973,15.7366419,62.75730663,3.771305113,0
8.384296439,223.3281852,27463.65479,6.476752767,352.9528033,318.0426478,10.64516386,64.20933666,3.460998376,0
7.036752104,208.3670456,22444.09007,5.404248262,338.06369,540.8995403,9.980418463,84.57008277,3.594444416,0
3.261669787,190.957355,28760.00684,7.929539482,333.0735457,424.2128101,13.37262512,58.09555464,4.280669331,0
5.161878763,179.6364093,18666.56364,5.196132621,400.8960233,485.3119536,14.05970778,75.82204966,4.320100541,1
7.036752104,186.8730137,26004.52888,8.493528784,320.6934846,534.1302716,19.89002532,54.37395592,5.14411422,0
5.853560601,186.8077508,19790.85693,6.615780733,333.0735457,489.7968884,19.67070272,65.04000733,3.756873895,0
5.679234115,188.1886961,35643.18121,8.882653709,322.169383,256.3025585,15.00025984,66.6224851,2.339572736,0
6.79809746,198.1163808,35883.78011,7.051813575,333.0735457,470.4935448,10.8886389,58.47380388,3.571622599,0
6.309891576,133.6499247,31062.37191,6.975602004,252.1089251,381.0587763,17.20000825,71.18154442,3.603040462,1
7.036752104,193.4101406,14472.39155,5.640672345,322.6744621,431.4573372,12.72192188,92.75885234,4.41481891,1
9.347344621,201.6328357,13749.59604,7.333742136,322.0446668,512.446305,12.43471613,43.82711868,3.615151099,0
10.5047602,143.7674977,31320.24559,7.728504926,402.9535326,491.2160335,12.00383244,75.64170808,4.681366362,0
7.036752104,154.9259717,30037.22162,5.796570971,252.0672672,311.7500192,13.9046523,77.53204198,4.11358503,1
10.22386216,248.0717353,28749.71654,7.513408466,393.6633955,283.6516335,13.78969532,84.60355617,2.672988737,0
10.30847766,217.2197464,27653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991,3.285077052,0
8.146185794,191.38241,20506.69842,5.476948714,333.0735457,445.931207,9.416901598,57.36364725,5.177963625,0
5.768868031,184.3950028,31155.98882,8.392833532,356.5526971,380.0968101,10.43033979,100.2316678,3.092626379,1
7.719000805,196.0075184,13939.29402,6.935550715,345.6536622,423.2035335,16.83678552,89.33864946,2.884818771,0
7.042793877,194.0467188,16733.1241,7.701926489,350.243966,504.9254661,19.70342153,82.25345355,3.965647067,0
7.378597016,175.9824471,9460.322635,5.941011848,333.0735457,402.0199449,15.63945476,37.38945162,3.215219463,1
7.036752104,192.447171,18257.56927,7.472249066,313.7765458,462.4024491,13.93214538,53.18591655,4.358298341,0
7.290088572,205.2131051,26115.61633,5.13789062,357.7940881,402.8747986,7.96047754,63.69851444,4.700618336,0
7.493290816,216.3818796,9465.323905,4.947531357,341.4606318,501.345347,11.24750722,52.95136272,3.74874691,1
7.184973119,201.0792194,25234.42797,5.216684484,283.7446116,384.0115576,12.42753833,23.13661102,3.665410662,0
7.036752104,157.8011936,16963.62501,8.33561855,300.0442343,360.9959945,12.82386095,71.7170051,4.405385706,0
7.466213132,223.1841808,18261.69494,5.206596781,333.0735457,456.2621506,14.02354722,99.13033596,2.081845657,0
7.233538435,231.5608322,16621.49479,6.073040907,333.0735457,475.8216449,8.688714873,35.83396853,3.679015068,0
8.039696863,233.8562191,8201.362113,8.293018015,333.0735457,461.2097797,12.87796036,68.75086751,3.826063248,0
7.333477726,233.7213551,16066.55212,8.181988065,224.212503,401.7393087,15.31397775,81.84206216,4.772662701,1
6.658741558,216.564702,25172.58576,6.785520512,330.5175584,620.4489635,19.09509149,82.24409483,3.400987615,1
4.815766791,217.6870932,16392.13507,7.461170474,278.7422964,481.4808283,15.5172963,77.6933736,4.375223811,1
7.036752104,176.7721861,19486.19111,7.960132906,412.407278,276.5886102,16.71005608,33.56304028,3.888177383,1
7.397562418,217.9367989,24502.15515,5.919099072,333.0735457,426.0030036,12.26315013,49.50251324,2.459336841,0
8.149437298,220.2037345,23978.10768,7.384126121,360.414005,461.8045481,13.36467688,103.38021,4.949257361,1
6.320427823,210.3100428,11682.22932,6.968422638,311.7778219,375.9645578,11.973422,62.96046258,4.553380743,1
6.393231345,185.8361582,17258.11403,7.329998902,330.1321385,326.4270547,11.65039339,47.64001392,3.644388127,1
7.036752104,188.6105177,27716.33872,5.606500395,275.1822396,520.5877359,12.81460367,66.6224851,4.398059123,1
7.32354512,184.1360704,21044.20266,6.842947202,327.2612021,379.4924534,8.335244529,90.31206176,4.898421041,0
4.1502143,174.9267412,41489.63981,5.569868658,333.0735457,425.2500465,12.53400873,86.68363454,3.502370872,0
9.739561949,166.948864,13623.16006,7.235921759,385.0591343,369.5912891,12.32260382,68.50585165,2.568079877,1
9.268281895,204.3604853,14333.53802,9.070126287,328.2979468,431.4754122,11.93480194,90.90179972,5.255703382,0
5.386637962,206.8968059,20416.65103,7.312751933,356.3842719,525.1234713,10.21818532,70.03311943,4.320900175,0
5.821706914,220.1254226,40009.72361,6.631835992,333.0735457,493.1183456,12.42083384,49.12930147,3.908198846,0
7.036752104,149.8389003,20283.78363,10.00587076,383.1131141,355.1849348,17.00349495,53.79972018,2.028875173,0
6.698153869,198.2862684,34675.86285,6.263601577,360.2328341,430.9350093,12.17667834,66.6224851,3.758179651,1
7.036752104,213.4747064,20626.51594,8.442056505,318.7387739,337.8954055,7.689294407,77.00312053,3.236570043,0
5.80897552,157.5522384,7965.207918,6.680188314,262.9957564,377.6972828,17.40103888,69.4611111,3.599933102,1
5.72968912,173.9750271,14304.76308,5.340088453,369.15397,471.6799014,16.42422724,58.15768751,5.100552354,1
5.455599352,152.3867347,37620.24847,5.783579819,333.0735457,343.4175878,14.40165409,41.10986937,4.476348715,0
7.217392781,180.1942208,13579.55458,5.993126371,317.9634038,421.9635385,12.37033861,63.44674913,3.746619824,0
10.03393346,213.6474186,25433.2321,5.202937534,319.0100743,362.2621568,13.99446115,68.02076988,2.901535467,0
8.304334653,155.5699415,18253.1811,11.44846933,329.100636,380.3234402,13.75592628,35.05703049,4.181254134,1
6.886512603,211.4544174,35018.3256,6.067596893,333.0735457,549.9970578,8.445127066,27.66317378,3.599756493,1
7.611982389,190.6628036,9138.029344,5.2242563,329.5806789,577.4447127,17.20936737,65.33324119,6.494748556,0
9.05238369,120.0217261,22203.48726,9.368339772,285.2335276,372.2752322,14.53844586,64.13242604,4.259719452,1
8.184410006,166.6365538,17944.85238,4.038955039,331.9541994,363.2357556,12.53583833,56.31059225,4.5990822,0
7.374775414,217.6986438,12285.89148,10.038245,333.0735457,358.9832544,16.29371561,93.78437986,3.592264728,1
7.185167714,209.6831396,24909.78315,6.691069586,333.0735457,501.78542,16.08864827,75.6713294,3.955846978,1
6.479092567,180.9586672,28165.87256,7.160084004,371.4054069,370.2898377,16.94256578,66.6224851,3.089597302,0
7.266594535,176.8536963,14859.05966,8.261778152,327.1722524,445.037456,19.923704,87.06613098,3.357439471,0
6.652488091,145.0101719,19871.78845,4.96106638,288.0521917,545.9749938,10.94202426,71.72741406,3.742090426,0
4.348674993,197.276364,9848.035583,10.81093799,333.0735457,295.7495252,19.95823615,81.7464179,4.360950051,0
7.036752104,227.4350484,22305.56741,10.33391789,333.0735457,554.8200865,16.33169328,45.38281518,4.133422644,0
6.505065807,226.4196094,16982.13197,6.938467053,318.2457103,484.0922845,18.52710477,80.46281041,2.890998522,1
3.719791644,248.8592673,23590.93213,7.683742221,351.5554822,427.4959312,20.39378167,38.6049369,2.718397734,0
8.305063984,177.1743936,8451.319111,5.807121708,335.8717185,361.6914368,14.35935118,50.92667057,4.461210732,0
7.845879929,193.7849998,13769.86024,9.007161201,343.6208232,510.305603,13.76780176,99.17559467,3.667154205,1
6.618010906,233.6616359,19598.86074,4.701049346,432.556385,401.6697906,11.76614643,73.19192051,4.437695749,1
8.822610384,216.432576,27109.23965,7.322162833,333.0735457,384.018547,15.95549106,78.82888343,4.415596156,0
6.852899085,158.0797913,11914.46378,7.634966833,386.1673844,473.6433429,16.93937449,62.69547135,4.594760614,0
7.288112707,216.6124749,18979.98169,7.668510398,358.9786197,384.6949552,14.16360693,53.31304555,3.62698996,1
4.313219151,191.1193373,12770.83183,8.231574473,284.9459493,499.8547966,13.50127057,76.44396141,3.923590202,0
6.467868302,236.6946481,7656.413248,9.840948554,214.4608338,356.3478419,14.41273359,54.64117553,2.861063943,0
8.736126384,257.2313286,12726.29864,10.32655757,356.4154339,506.3759338,11.33748863,69.42571454,3.368532611,0
7.036752104,165.7402292,19919.32459,7.278151486,351.9650538,420.1207129,17.7760534,46.00234038,3.428095926,0
7.036752104,220.976049,11562.43551,6.033392289,359.1869012,406.466385,14.14931749,59.37321782,4.589161805,0
6.715940564,218.0623835,17180.18818,8.915970938,393.2757718,349.00307,14.35459508,57.24708238,2.404729206,1
5.198067643,200.4644449,37200.24206,7.401099401,311.7948866,573.1355324,17.23865591,74.94821697,3.295033859,0
7.882123947,235.4664047,5477.347215,6.476056909,333.0735457,443.8947357,12.17852047,34.19440434,5.364172169,0
7.036752104,129.8905723,34415.85315,6.32192899,304.5352242,470.3291685,18.59940992,72.40363387,4.405586,0
7.893131973,201.4332496,20526.04971,5.628775692,299.0182358,303.8787934,15.2546531,71.54230586,3.302211725,0
7.804368874,216.6738691,14160.68677,6.060143582,281.3559754,468.2125374,15.14754698,62.8606268,4.075556975,1
7.818274839,179.2182173,27558.54253,7.504452893,315.4474916,359.09919,12.61866666,52.37747732,3.329243166,0
9.925041328,238.7133934,10704.60318,6.110019418,351.5974227,405.9001841,13.55036657,59.46266898,4.703803489,0
6.665495068,222.4877721,25319.91387,4.970958566,339.0597496,318.5643304,19.36869791,72.71677464,3.928495392,0
7.766114454,212.317666,24145.38576,7.925886801,364.0814124,464.108595,15.46525641,70.10584396,4.399902313,0
7.571684493,173.0083385,8835.555876,9.56610541,436.2940712,305.834487,11.00959203,92.48188502,3.920287688,1
9.638222268,226.4702151,30739.68909,6.849401309,333.0735457,278.2514237,13.72888316,69.26812044,4.614369674,1
5.527633483,218.5189231,22095.63716,6.436288161,333.0735457,412.8676105,12.64013548,44.32864139,4.59113705,0
